class,xcenter,ycenter,width,height
1,0.46875,0.315625,0.15,0.2171875
1,0.6765625,0.3609375,0.121875,0.246875
0,0.6125,0.4234375,0.0640625,0.075
0,0.6671875,0.440625,0.0515625,0.0796875
0,0.584375,0.4296875,0.09375,0.05625
0,0.61875,0.48125,0.090625,0.05
1,0.609375,0.5328125,0.0765625,0.065625
1,0.8328125,0.4796875,0.2421875,0.465625
1,0.9078125,0.559375,0.184375,0.4484375
0,0.2421875,0.45625,0.353125,0.4296875
0,0.440625,0.628125,0.3609375,0.415625
0,0.4109375,0.6859375,0.3609375,0.2984375
0,0.1328125,0.6234375,0.175,0.4234375
0,0.0359375,0.3671875,0.071875,0.2640625
1,0.03125,0.5796875,0.0625,0.2109375
0,0.1765625,0.746875,0.140625,0.178125
0,0.6796875,0.765625,0.153125,0.1390625
0,0.0890625,0.265625,0.1765625,0.2015625
0,0.309375,0.2421875,0.234375,0.153125
0,0.5140625,0.4,0.0734375,0.059375
1,0.83125,0.79375,0.1734375,0.0828125
