class,xcenter,ycenter,width,height
1,0.471875,0.3265625,0.15,0.221875
1,0.6875,0.365625,0.1265625,0.2421875
0,0.6265625,0.434375,0.0625,0.075
0,0.678125,0.45625,0.0515625,0.0796875
0,0.596875,0.4453125,0.09375,0.05625
0,0.634375,0.5015625,0.090625,0.05
1,0.6125,0.55,0.0765625,0.065625
1,0.8359375,0.4875,0.246875,0.4640625
1,0.915625,0.5828125,0.16875,0.403125
0,0.2484375,0.46875,0.3578125,0.4328125
0,0.4484375,0.634375,0.3609375,0.403125
0,0.4125,0.6953125,0.3734375,0.2796875
0,0.1328125,0.6265625,0.1796875,0.415625
0,0.6890625,0.7765625,0.153125,0.1171875
0,0.1765625,0.7609375,0.1421875,0.1484375
0,0.03125,0.3734375,0.0625,0.2703125
0,0.090625,0.259375,0.18125,0.1890625
0,0.3125,0.24375,0.2484375,0.15625
0,0.5328125,0.415625,0.0796875,0.059375
1,0.846875,0.8046875,0.178125,0.0625
1,0.03125,0.59375,0.0625,0.203125
