class,xcenter,ycenter,width,height
1,0.5,0.3546875,0.15,0.221875
1,0.734375,0.3953125,0.13125,0.2421875
0,0.6625,0.48125,0.0625,0.075
0,0.71875,0.503125,0.0515625,0.0796875
0,0.6296875,0.49375,0.0984375,0.05625
0,0.6671875,0.5609375,0.1015625,0.05
1,0.6515625,0.6140625,0.084375,0.065625
1,0.87890625,0.51953125,0.2421875,0.4640625
0,0.2703125,0.503125,0.365625,0.4328125
0,0.4703125,0.665625,0.375,0.340625
0,0.4234375,0.74375,0.3734375,0.184375
0,0.1359375,0.6546875,0.2015625,0.3625
0,0.559375,0.459375,0.0796875,0.065625
0,0.165625,0.8,0.1421875,0.071875
0,0.03125,0.42421875,0.0625,0.2765625
0,0.0953125,0.2859375,0.190625,0.2390625
0,0.334375,0.2625,0.2515625,0.1953125
1,0.0328125,0.66875,0.065625,0.2171875
1,0.9390625,0.7046875,0.121875,0.2625
