clip,frame,timestamp,count,trackedId,confirmed,rawLabel,rawConfidence,smoothedLabel,smoothedSupport,stateHistoryLength,y1,x1,y2,x2
"blob:http://localhost:8080/09dd861a-b87a-44f3-b4f9-e64e9e99c2a9","1","0.112","12","1","false","Oyster-Closed","0.8325","Oyster-Closed","1.0000","1","59.4","0.1","228.3","121.6"
"blob:http://localhost:8080/09dd861a-b87a-44f3-b4f9-e64e9e99c2a9","1","0.112","12","2","false","Oyster-Closed","0.7713","Oyster-Closed","1.0000","1","262.4","275.6","345.6","394.5"
"blob:http://localhost:8080/09dd861a-b87a-44f3-b4f9-e64e9e99c2a9","1","0.112","12","3","false","Oyster-Closed","0.7629","Oyster-Closed","1.0000","1","99.7","117.3","193.2","218.0"
"blob:http://localhost:8080/09dd861a-b87a-44f3-b4f9-e64e9e99c2a9","1","0.112","12","4","false","Oyster-Open","0.6445","Oyster-Open","1.0000","1","101.8","261.1","223.2","341.8"
"blob:http://localhost:8080/09dd861a-b87a-44f3-b4f9-e64e9e99c2a9","1","0.112","12","5","false","Oyster-Closed","0.6310","Oyster-Closed","1.0000","1","340.9","149.1","360.8","175.7"
"blob:http://localhost:8080/09dd861a-b87a-44f3-b4f9-e64e9e99c2a9","1","0.112","12","6","false","Oyster-Closed","0.6178","Oyster-Closed","1.0000","1","190.5","268.7","284.9","392.2"
"blob:http://localhost:8080/09dd861a-b87a-44f3-b4f9-e64e9e99c2a9","1","0.112","12","7","false","Oyster-Closed","0.5629","Oyster-Closed","1.0000","1","-0.0","204.0","40.4","296.4"
"blob:http://localhost:8080/09dd861a-b87a-44f3-b4f9-e64e9e99c2a9","1","0.112","12","8","false","Oyster-Closed","0.5193","Oyster-Closed","1.0000","1","29.0","302.6","126.3","403.0"
"blob:http://localhost:8080/09dd861a-b87a-44f3-b4f9-e64e9e99c2a9","1","0.112","12","9","false","Oyster-Open","0.4799","Oyster-Open","1.0000","1","9.9","570.1","104.4","639.2"
"blob:http://localhost:8080/09dd861a-b87a-44f3-b4f9-e64e9e99c2a9","1","0.112","12","10","false","Oyster-Closed","0.4691","Oyster-Closed","1.0000","1","257.2","132.5","295.0","178.9"
"blob:http://localhost:8080/09dd861a-b87a-44f3-b4f9-e64e9e99c2a9","1","0.112","12","11","false","Oyster-Closed","0.4617","Oyster-Closed","1.0000","1","319.1","164.9","350.6","198.9"
"blob:http://localhost:8080/09dd861a-b87a-44f3-b4f9-e64e9e99c2a9","1","0.112","12","12","false","Oyster-Open","0.4575","Oyster-Open","1.0000","1","0.1","286.1","42.1","348.6"
"blob:http://localhost:8080/09dd861a-b87a-44f3-b4f9-e64e9e99c2a9","2","0.251","12","9","false","Oyster-Open","0.8213","Oyster-Open","1.0000","2","2.7","564.1","101.8","639.8"
"blob:http://localhost:8080/09dd861a-b87a-44f3-b4f9-e64e9e99c2a9","2","0.251","12","1","false","Oyster-Closed","0.7911","Oyster-Closed","1.0000","2","58.0","-0.1","230.9","108.2"
"blob:http://localhost:8080/09dd861a-b87a-44f3-b4f9-e64e9e99c2a9","2","0.251","12","3","false","Oyster-Closed","0.7413","Oyster-Closed","1.0000","2","99.9","104.1","193.3","208.5"
"blob:http://localhost:8080/09dd861a-b87a-44f3-b4f9-e64e9e99c2a9","2","0.251","12","2","false","Oyster-Closed","0.7354","Oyster-Closed","1.0000","2","254.5","248.0","344.8","382.4"
"blob:http://localhost:8080/09dd861a-b87a-44f3-b4f9-e64e9e99c2a9","2","0.251","12","6","false","Oyster-Closed","0.5987","Oyster-Closed","1.0000","2","189.6","257.5","283.8","380.7"
"blob:http://localhost:8080/09dd861a-b87a-44f3-b4f9-e64e9e99c2a9","2","0.251","12","4","false","Oyster-Open","0.5815","Oyster-Open","1.0000","2","101.8","249.0","223.1","330.6"
"blob:http://localhost:8080/09dd861a-b87a-44f3-b4f9-e64e9e99c2a9","2","0.251","12","11","false","Oyster-Closed","0.5613","Oyster-Closed","1.0000","2","318.9","161.5","350.2","195.1"
"blob:http://localhost:8080/09dd861a-b87a-44f3-b4f9-e64e9e99c2a9","2","0.251","12","7","false","Oyster-Closed","0.5481","Oyster-Closed","1.0000","2","-0.0","189.4","40.0","284.3"
"blob:http://localhost:8080/09dd861a-b87a-44f3-b4f9-e64e9e99c2a9","2","0.251","12","5","false","Oyster-Closed","0.5316","Oyster-Closed","1.0000","2","340.1","145.7","360.0","172.4"
"blob:http://localhost:8080/09dd861a-b87a-44f3-b4f9-e64e9e99c2a9","2","0.251","12","8","false","Oyster-Closed","0.5198","Oyster-Closed","1.0000","2","24.4","290.5","125.1","391.8"
"blob:http://localhost:8080/09dd861a-b87a-44f3-b4f9-e64e9e99c2a9","2","0.251","12","10","false","Oyster-Closed","0.4971","Oyster-Closed","1.0000","2","256.4","124.9","295.1","172.4"
"blob:http://localhost:8080/09dd861a-b87a-44f3-b4f9-e64e9e99c2a9","2","0.251","12","13","false","Oyster-Closed","0.4594","Oyster-Closed","1.0000","1","3.6","55.2","99.6","189.5"
"blob:http://localhost:8080/09dd861a-b87a-44f3-b4f9-e64e9e99c2a9","3","0.391","12","1","false","Oyster-Closed","0.8471","Oyster-Closed","1.0000","3","63.0","-0.1","232.1","101.4"
"blob:http://localhost:8080/09dd861a-b87a-44f3-b4f9-e64e9e99c2a9","3","0.391","12","9","false","Oyster-Open","0.7964","Oyster-Open","1.0000","3","0.5","558.9","100.6","639.4"
"blob:http://localhost:8080/09dd861a-b87a-44f3-b4f9-e64e9e99c2a9","3","0.391","12","2","false","Oyster-Closed","0.7725","Oyster-Closed","1.0000","3","256.4","247.0","345.3","374.4"
"blob:http://localhost:8080/09dd861a-b87a-44f3-b4f9-e64e9e99c2a9","3","0.391","12","3","false","Oyster-Closed","0.7333","Oyster-Closed","1.0000","3","101.2","96.7","194.1","200.8"
"blob:http://localhost:8080/09dd861a-b87a-44f3-b4f9-e64e9e99c2a9","3","0.391","12","6","false","Oyster-Closed","0.6979","Oyster-Closed","1.0000","3","186.0","249.3","284.5","369.2"
"blob:http://localhost:8080/09dd861a-b87a-44f3-b4f9-e64e9e99c2a9","3","0.391","12","4","false","Oyster-Open","0.6443","Oyster-Open","1.0000","3","103.1","237.9","223.0","322.1"
"blob:http://localhost:8080/09dd861a-b87a-44f3-b4f9-e64e9e99c2a9","3","0.391","12","8","false","Oyster-Closed","0.5851","Oyster-Closed","1.0000","3","28.5","283.0","126.8","381.3"
