clip,frame,timestamp,count,trackedId,confirmed,rawLabel,rawConfidence,smoothedLabel,smoothedSupport,stateHistoryLength,y1,x1,y2,x2
"blob:http://localhost:8080/c4b6cac5-7450-4b69-ac0f-fdc6eb079c2e","1","0.158","0","","","","","","","","","","",""
"blob:http://localhost:8080/c4b6cac5-7450-4b69-ac0f-fdc6eb079c2e","2","0.290","0","","","","","","","","","","",""
"blob:http://localhost:8080/c4b6cac5-7450-4b69-ac0f-fdc6eb079c2e","3","0.417","0","","","","","","","","","","",""
"blob:http://localhost:8080/c4b6cac5-7450-4b69-ac0f-fdc6eb079c2e","4","0.551","0","","","","","","","","","","",""
"blob:http://localhost:8080/c4b6cac5-7450-4b69-ac0f-fdc6eb079c2e","5","0.685","0","","","","","","","","","","",""
"blob:http://localhost:8080/c4b6cac5-7450-4b69-ac0f-fdc6eb079c2e","6","0.816","0","","","","","","","","","","",""
"blob:http://localhost:8080/c4b6cac5-7450-4b69-ac0f-fdc6eb079c2e","7","0.951","0","","","","","","","","","","",""
"blob:http://localhost:8080/c4b6cac5-7450-4b69-ac0f-fdc6eb079c2e","8","1.085","0","","","","","","","","","","",""
"blob:http://localhost:8080/c4b6cac5-7450-4b69-ac0f-fdc6eb079c2e","9","1.216","0","","","","","","","","","","",""
"blob:http://localhost:8080/c4b6cac5-7450-4b69-ac0f-fdc6eb079c2e","10","1.350","0","","","","","","","","","","",""
"blob:http://localhost:8080/c4b6cac5-7450-4b69-ac0f-fdc6eb079c2e","11","1.483","0","","","","","","","","","","",""
"blob:http://localhost:8080/c4b6cac5-7450-4b69-ac0f-fdc6eb079c2e","12","1.617","0","","","","","","","","","","",""
"blob:http://localhost:8080/c4b6cac5-7450-4b69-ac0f-fdc6eb079c2e","13","1.752","0","","","","","","","","","","",""
"blob:http://localhost:8080/c4b6cac5-7450-4b69-ac0f-fdc6eb079c2e","14","1.883","0","","","","","","","","","","",""
"blob:http://localhost:8080/c4b6cac5-7450-4b69-ac0f-fdc6eb079c2e","15","2.017","0","","","","","","","","","","",""
"blob:http://localhost:8080/c4b6cac5-7450-4b69-ac0f-fdc6eb079c2e","16","2.151","0","","","","","","","","","","",""
"blob:http://localhost:8080/c4b6cac5-7450-4b69-ac0f-fdc6eb079c2e","17","2.283","0","","","","","","","","","","",""
"blob:http://localhost:8080/c4b6cac5-7450-4b69-ac0f-fdc6eb079c2e","18","2.419","0","","","","","","","","","","",""
"blob:http://localhost:8080/c4b6cac5-7450-4b69-ac0f-fdc6eb079c2e","19","2.548","0","","","","","","","","","","",""
"blob:http://localhost:8080/c4b6cac5-7450-4b69-ac0f-fdc6eb079c2e","20","2.682","0","","","","","","","","","","",""
"blob:http://localhost:8080/c4b6cac5-7450-4b69-ac0f-fdc6eb079c2e","21","2.816","0","","","","","","","","","","",""
"blob:http://localhost:8080/c4b6cac5-7450-4b69-ac0f-fdc6eb079c2e","22","2.906","0","","","","","","","","","","",""
