clip,frame,timestamp,count,trackedId,confirmed,rawLabel,rawConfidence,smoothedLabel,smoothedSupport,stateHistoryLength,y1,x1,y2,x2
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","1","0.145","10","1","false","Oyster-Closed","0.8332","Oyster-Closed","1.0000","1","191.7","347.4","309.1","404.4"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","1","0.145","10","2","false","Oyster-Closed","0.8239","Oyster-Closed","1.0000","1","219.0","270.6","332.3","354.3"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","1","0.145","10","3","false","Oyster-Open","0.7740","Oyster-Open","1.0000","1","125.3","48.3","191.0","120.7"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","1","0.145","10","4","false","Oyster-Closed","0.7361","Oyster-Closed","1.0000","1","150.5","274.3","230.0","360.6"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","1","0.145","10","5","false","Oyster-Open","0.7122","Oyster-Open","1.0000","1","153.3","129.9","198.2","194.4"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","1","0.145","10","6","false","Oyster-Closed","0.6563","Oyster-Closed","1.0000","1","216.5","201.4","305.0","279.4"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","1","0.145","10","7","false","Oyster-Open","0.6025","Oyster-Open","1.0000","1","231.6","593.8","289.7","640.0"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","1","0.145","10","8","false","Oyster-Closed","0.5837","Oyster-Closed","1.0000","1","79.5","336.7","188.0","418.6"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","1","0.145","10","9","false","Oyster-Closed","0.5650","Oyster-Closed","1.0000","1","98.8","406.4","265.5","519.1"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","1","0.145","10","10","false","Oyster-Closed","0.5075","Oyster-Closed","1.0000","1","298.8","200.0","381.2","298.0"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","2","0.288","12","11","false","Oyster-Closed","0.8307","Oyster-Closed","1.0000","1","296.8","0.3","423.1","69.9"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","2","0.288","12","4","false","Oyster-Closed","0.8143","Oyster-Closed","1.0000","2","141.4","272.9","231.4","361.2"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","2","0.288","12","1","false","Oyster-Closed","0.8082","Oyster-Closed","1.0000","2","190.7","346.6","305.1","405.0"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","2","0.288","12","2","false","Oyster-Closed","0.7988","Oyster-Closed","1.0000","2","218.4","272.2","343.3","354.2"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","2","0.288","12","6","false","Oyster-Closed","0.7985","Oyster-Closed","1.0000","2","216.9","203.5","304.8","281.1"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","2","0.288","12","10","false","Oyster-Closed","0.7683","Oyster-Closed","1.0000","2","299.6","202.2","379.4","312.8"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","2","0.288","12","3","false","Oyster-Open","0.7579","Oyster-Open","1.0000","2","126.1","45.2","196.4","119.7"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","2","0.288","12","5","false","Oyster-Open","0.7246","Oyster-Open","1.0000","2","153.8","128.3","202.2","194.2"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","2","0.288","12","8","false","Oyster-Closed","0.7020","Oyster-Closed","1.0000","2","79.4","334.8","201.1","418.9"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","2","0.288","12","9","false","Oyster-Closed","0.5855","Oyster-Closed","1.0000","2","90.2","426.9","265.9","518.5"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","2","0.288","12","7","false","Oyster-Open","0.5275","Oyster-Open","1.0000","2","228.6","589.3","286.4","640.1"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","2","0.288","12","12","false","Oyster-Closed","0.4400","Oyster-Closed","1.0000","1","219.7","561.2","278.9","611.6"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","3","0.425","12","1","false","Oyster-Closed","0.8146","Oyster-Closed","1.0000","3","189.6","347.2","303.5","404.6"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","3","0.425","12","10","false","Oyster-Closed","0.8094","Oyster-Closed","1.0000","3","299.7","204.0","379.1","312.0"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","3","0.425","12","6","false","Oyster-Closed","0.8024","Oyster-Closed","1.0000","3","216.5","203.4","305.5","283.8"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","3","0.425","12","2","false","Oyster-Closed","0.7642","Oyster-Closed","1.0000","3","218.0","274.4","344.3","354.3"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","3","0.425","12","11","false","Oyster-Closed","0.7585","Oyster-Closed","1.0000","2","299.0","0.1","422.1","73.5"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","3","0.425","12","3","false","Oyster-Open","0.7538","Oyster-Open","1.0000","3","127.0","42.1","198.6","117.6"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","3","0.425","12","5","false","Oyster-Open","0.7396","Oyster-Open","1.0000","3","153.2","125.5","202.9","192.1"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","3","0.425","12","4","false","Oyster-Closed","0.7262","Oyster-Closed","1.0000","3","153.4","271.7","235.3","360.3"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","3","0.425","12","9","false","Oyster-Closed","0.7173","Oyster-Closed","1.0000","3","89.6","427.5","257.9","515.1"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","3","0.425","12","13","false","Oyster-Closed","0.6742","Oyster-Closed","1.0000","1","152.9","524.8","212.9","610.1"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","3","0.425","12","8","false","Oyster-Closed","0.5244","Oyster-Closed","1.0000","3","79.9","332.9","195.0","416.0"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","3","0.425","12","7","false","Oyster-Open","0.4668","Oyster-Open","1.0000","3","226.3","586.3","287.8","640.1"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","4","0.570","13","4","false","Oyster-Closed","0.8057","Oyster-Closed","1.0000","4","141.0","271.6","233.6","358.0"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","4","0.570","13","6","false","Oyster-Closed","0.7990","Oyster-Closed","1.0000","4","217.0","202.6","306.0","283.7"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","4","0.570","13","10","false","Oyster-Closed","0.7685","Oyster-Closed","1.0000","4","294.1","200.2","377.6","306.9"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","4","0.570","13","3","false","Oyster-Open","0.7650","Oyster-Open","1.0000","4","127.6","36.7","195.1","112.8"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","4","0.570","13","1","false","Oyster-Closed","0.7573","Oyster-Closed","1.0000","4","190.9","349.5","308.6","405.6"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","4","0.570","13","8","false","Oyster-Closed","0.7491","Oyster-Closed","1.0000","4","79.7","333.1","194.5","412.7"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","4","0.570","13","11","false","Oyster-Closed","0.7332","Oyster-Closed","1.0000","3","301.6","0.1","428.1","78.5"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","4","0.570","13","2","false","Oyster-Closed","0.6625","Oyster-Closed","1.0000","4","219.1","275.7","339.1","355.6"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","4","0.570","13","5","false","Oyster-Open","0.6304","Oyster-Open","1.0000","4","153.8","122.3","205.1","190.2"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","4","0.570","13","13","false","Oyster-Closed","0.6199","Oyster-Closed","1.0000","2","152.1","539.5","215.2","607.4"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","4","0.570","13","7","false","Oyster-Open","0.6000","Oyster-Open","1.0000","4","223.3","585.5","284.8","640.1"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","4","0.570","13","9","false","Oyster-Closed","0.5858","Oyster-Closed","1.0000","4","88.3","408.7","262.3","512.1"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","4","0.570","13","14","false","Oyster-Closed","0.5332","Oyster-Closed","1.0000","1","168.2","227.8","215.9","278.3"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","5","0.711","12","11","false","Oyster-Closed","0.8517","Oyster-Closed","1.0000","4","301.6","1.0","421.5","82.4"
"blob:http://localhost:8080/5689fac3-6dbc-4599-8765-c8cce5b43af7","5","0.711","12","1","true","Oyster-Closed","0.8357","Oyster-Closed","1.0000","5","190.0","348.2","311.8","406.2"
