clip,frame,timestamp,count,trackedId,confirmed,rawLabel,rawConfidence,smoothedLabel,smoothedSupport,stateHistoryLength,y1,x1,y2,x2
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","1","0.143","3","1","false","Oyster-Open","0.8322","Oyster-Open","1.0000","1","253.9","335.4","458.4","623.3"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","1","0.143","3","2","false","Oyster-Open","0.8221","Oyster-Open","1.0000","1","259.3","-0.2","503.1","233.2"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","1","0.143","3","3","false","Oyster-Closed","0.4582","Oyster-Closed","1.0000","1","366.1","229.6","442.0","359.5"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","2","0.273","3","2","false","Oyster-Open","0.6784","Oyster-Open","1.0000","2","290.1","0.2","502.7","243.6"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","2","0.273","3","1","false","Oyster-Open","0.6586","Oyster-Open","1.0000","2","249.2","337.7","456.8","631.1"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","2","0.273","3","3","false","Oyster-Closed","0.5734","Oyster-Closed","1.0000","2","359.2","234.4","437.0","362.7"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","3","0.407","3","2","false","Oyster-Open","0.7115","Oyster-Open","1.0000","3","286.2","0.1","502.6","244.6"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","3","0.407","3","1","false","Oyster-Open","0.6550","Oyster-Open","1.0000","3","250.3","339.1","459.3","628.6"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","3","0.407","3","3","false","Oyster-Closed","0.5765","Oyster-Closed","1.0000","3","358.9","235.5","440.5","364.6"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","4","0.541","3","2","false","Oyster-Open","0.7585","Oyster-Open","1.0000","4","284.6","0.2","502.3","244.5"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","4","0.541","3","1","false","Oyster-Open","0.7451","Oyster-Open","1.0000","4","248.9","342.3","462.2","633.2"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","4","0.541","3","3","false","Oyster-Closed","0.5272","Oyster-Closed","1.0000","4","359.9","233.8","437.1","364.2"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","5","0.674","3","2","true","Oyster-Open","0.7974","Oyster-Open","1.0000","5","273.7","0.1","503.4","253.8"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","5","0.674","3","1","true","Oyster-Open","0.7272","Oyster-Open","1.0000","5","237.9","345.0","453.7","639.9"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","5","0.674","3","3","true","Oyster-Closed","0.6202","Oyster-Closed","1.0000","5","352.2","240.7","428.4","368.2"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","6","0.815","4","2","true","Oyster-Open","0.7876","Oyster-Open","1.0000","6","258.1","0.1","503.7","253.0"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","6","0.815","4","1","true","Oyster-Open","0.6525","Oyster-Open","1.0000","6","235.4","342.7","457.8","639.4"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","6","0.815","4","3","true","Oyster-Closed","0.5901","Oyster-Closed","1.0000","6","352.7","230.1","427.0","366.3"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","6","0.815","4","4","false","Oyster-Open","0.4316","Oyster-Open","1.0000","1","363.1","457.3","461.0","639.5"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","7","0.950","5","2","true","Oyster-Open","0.7871","Oyster-Open","1.0000","7","261.8","0.1","503.4","250.7"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","7","0.950","5","1","true","Oyster-Open","0.6916","Oyster-Open","1.0000","7","233.6","342.1","454.5","638.7"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","7","0.950","5","3","true","Oyster-Closed","0.5544","Oyster-Closed","1.0000","7","355.1","227.5","428.9","366.7"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","7","0.950","5","4","false","Oyster-Open","0.5028","Oyster-Open","1.0000","2","359.6","458.8","459.7","635.5"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","7","0.950","5","5","false","Oyster-Closed","0.4676","Oyster-Closed","1.0000","1","438.9","146.8","502.0","635.1"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","8","1.091","4","1","true","Oyster-Open","0.7531","Oyster-Open","1.0000","7","229.5","346.3","451.7","638.6"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","8","1.091","4","3","true","Oyster-Closed","0.5523","Oyster-Closed","1.0000","7","350.8","233.1","426.0","370.5"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","8","1.091","4","2","true","Oyster-Open","0.4741","Oyster-Open","1.0000","7","236.8","0.3","494.4","245.1"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","8","1.091","4","5","false","Oyster-Closed","0.4467","Oyster-Closed","1.0000","2","440.5","147.1","502.4","635.7"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","9","1.233","4","1","true","Oyster-Open","0.8803","Oyster-Open","1.0000","7","225.9","332.3","442.3","625.5"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","9","1.233","4","3","true","Oyster-Closed","0.5510","Oyster-Closed","1.0000","7","344.7","212.6","424.0","357.5"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","9","1.233","4","5","false","Oyster-Closed","0.5192","Oyster-Closed","1.0000","3","424.6","102.0","503.5","634.9"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","9","1.233","4","2","true","Oyster-Closed","0.4124","Oyster-Open","0.9128","7","224.3","0.0","477.0","232.5"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","10","1.372","3","1","true","Oyster-Open","0.8903","Oyster-Open","1.0000","7","227.2","321.7","451.6","613.3"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","10","1.372","3","3","true","Oyster-Closed","0.5086","Oyster-Closed","1.0000","7","351.8","205.2","432.4","345.0"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","10","1.372","3","5","false","Oyster-Closed","0.4732","Oyster-Closed","1.0000","4","432.0","95.0","503.0","633.2"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","11","1.506","3","1","true","Oyster-Open","0.9150","Oyster-Open","1.0000","7","253.1","332.8","471.5","626.0"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","11","1.506","3","2","true","Oyster-Open","0.8153","Oyster-Open","0.9147","7","265.5","-0.2","499.4","234.7"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","11","1.506","3","3","true","Oyster-Closed","0.4692","Oyster-Closed","1.0000","7","373.4","219.6","459.0","360.0"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","12","1.641","4","6","false","Oyster-Open","0.9078","Oyster-Open","1.0000","1","140.1","374.9","370.7","640.2"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","12","1.641","4","7","false","Oyster-Closed","0.8692","Oyster-Closed","1.0000","1","129.5","-0.2","370.5","276.1"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","12","1.641","4","3","true","Oyster-Closed","0.6590","Oyster-Closed","1.0000","7","352.7","-0.1","502.0","638.9"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","12","1.641","4","8","false","Oyster-Closed","0.5495","Oyster-Closed","1.0000","1","261.6","272.8","346.7","393.3"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","13","1.781","4","6","false","Oyster-Open","0.9221","Oyster-Open","1.0000","2","181.3","359.1","412.4","636.6"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","13","1.781","4","7","false","Oyster-Closed","0.8487","Oyster-Closed","1.0000","2","155.2","-0.0","395.6","256.4"
"blob:http://localhost:8080/c89f70e3-b0f9-45e1-9fdb-ea8834e1b53e","13","1.781","4","3","true","Oyster-Closed","0.6822","Oyster-Closed","1.0000","7","380.3","1.7","502.3","636.7"
