class,xcenter,ycenter,width,height
1,0.15625,0.6375,0.159375,0.159375
1,0.3125,0.6984375,0.0765625,0.05625
1,0.721875,0.7125,0.11875,0.121875
1,0.65625,0.58125,0.0875,0.1109375
0,0.534375,0.621875,0.11875,0.071875
1,0.5796875,0.6703125,0.0703125,0.0453125
1,0.75625,0.45625,0.0390625,0.071875
0,0.675,0.284375,0.0890625,0.13125
0,0.5796875,0.4359375,0.046875,0.1109375
1,0.678125,0.5046875,0.071875,0.0734375
0,0.6140625,0.384375,0.08125,0.15
0,0.8046875,0.5609375,0.0703125,0.153125
1,0.5109375,0.4359375,0.0484375,0.0734375
0,0.90625,0.59375,0.165625,0.1421875
1,0.5515625,0.4359375,0.03125,0.1125
0,0.8234375,0.4640625,0.1046875,0.05625
0,0.853125,0.71875,0.1296875,0.1015625
1,0.8578125,0.321875,0.1578125,0.0828125
1,0.5546875,0.5953125,0.0578125,0.0515625
1,0.7328125,0.5625,0.05625,0.053125
1,0.5453125,0.7171875,0.046875,0.053125
1,0.1,0.7265625,0.04375,0.05625
1,0.7296875,0.346875,0.028125,0.05
0,0.7859375,0.753125,0.078125,0.05625
0,0.04375,0.6703125,0.0875,0.059375
