class,xcenter,ycenter,width,height
1,0.246875,0.6046875,0.1453125,0.15
1,0.384375,0.6625,0.06875,0.0546875
1,0.7671875,0.68125,0.1140625,0.11875
1,0.6984375,0.5609375,0.084375,0.1078125
0,0.5875,0.584375,0.115625,0.075
1,0.6328125,0.6421875,0.0703125,0.0453125
1,0.7953125,0.4453125,0.0328125,0.065625
0,0.715625,0.28125,0.096875,0.1265625
0,0.6296875,0.4265625,0.04375,0.1109375
1,0.4828125,0.50625,0.1296875,0.078125
1,0.7203125,0.484375,0.059375,0.06875
0,0.6609375,0.39375,0.0765625,0.13125
0,0.8421875,0.546875,0.065625,0.1453125
0,0.928125,0.575,0.14375,0.134375
0,0.896875,0.6984375,0.1328125,0.1125
1,0.8890625,0.2984375,0.128125,0.0484375
0,0.825,0.740625,0.08125,0.08125
1,0.765625,0.7671875,0.0640625,0.028125
1,0.76875,0.5515625,0.059375,0.05
1,0.1859375,0.678125,0.040625,0.053125
0,0.0421875,0.6265625,0.0828125,0.1
1,0.5875,0.684375,0.05,0.075
0,0.128125,0.6328125,0.1078125,0.053125
1,0.76875,0.3375,0.025,0.0453125
1,0.609375,0.4125,0.034375,0.109375
