clip,frame,timestamp,count,trackedId,confirmed,rawLabel,rawConfidence,smoothedLabel,smoothedSupport,stateHistoryLength,y1,x1,y2,x2
"blob:http://localhost:8080/a18014e0-4ac2-464a-ab9e-5792c730f667","1","0.149","9","1","false","Oyster-Closed","0.8557","Oyster-Closed","1.0000","1","154.4","26.8","386.8","195.4"
"blob:http://localhost:8080/a18014e0-4ac2-464a-ab9e-5792c730f667","1","0.149","9","2","false","Oyster-Closed","0.8081","Oyster-Closed","1.0000","1","274.4","198.2","428.2","326.0"
"blob:http://localhost:8080/a18014e0-4ac2-464a-ab9e-5792c730f667","1","0.149","9","3","false","Oyster-Closed","0.6785","Oyster-Closed","1.0000","1","260.9","574.8","295.1","628.7"
"blob:http://localhost:8080/a18014e0-4ac2-464a-ab9e-5792c730f667","1","0.149","9","4","false","Oyster-Closed","0.6707","Oyster-Closed","1.0000","1","177.2","610.2","215.8","639.9"
"blob:http://localhost:8080/a18014e0-4ac2-464a-ab9e-5792c730f667","1","0.149","9","5","false","Oyster-Closed","0.6446","Oyster-Closed","1.0000","1","181.1","434.2","252.8","532.8"
"blob:http://localhost:8080/a18014e0-4ac2-464a-ab9e-5792c730f667","1","0.149","9","6","false","Oyster-Closed","0.6139","Oyster-Closed","1.0000","1","59.9","0.0","169.5","32.1"
"blob:http://localhost:8080/a18014e0-4ac2-464a-ab9e-5792c730f667","1","0.149","9","7","false","Oyster-Closed","0.6022","Oyster-Closed","1.0000","1","115.3","36.5","180.0","90.8"
"blob:http://localhost:8080/a18014e0-4ac2-464a-ab9e-5792c730f667","1","0.149","9","8","false","Oyster-Closed","0.4685","Oyster-Closed","1.0000","1","218.0","533.1","257.4","574.0"
"blob:http://localhost:8080/a18014e0-4ac2-464a-ab9e-5792c730f667","1","0.149","9","9","false","Oyster-Closed","0.4350","Oyster-Closed","1.0000","1","326.4","0.0","395.6","30.6"
"blob:http://localhost:8080/a18014e0-4ac2-464a-ab9e-5792c730f667","2","0.286","10","2","false","Oyster-Closed","0.8890","Oyster-Closed","1.0000","2","273.4","197.2","428.0","324.6"
"blob:http://localhost:8080/a18014e0-4ac2-464a-ab9e-5792c730f667","2","0.286","10","1","false","Oyster-Closed","0.8634","Oyster-Closed","1.0000","2","155.0","28.5","385.6","195.1"
"blob:http://localhost:8080/a18014e0-4ac2-464a-ab9e-5792c730f667","2","0.286","10","4","false","Oyster-Closed","0.7076","Oyster-Closed","1.0000","2","177.7","610.0","215.8","639.9"
"blob:http://localhost:8080/a18014e0-4ac2-464a-ab9e-5792c730f667","2","0.286","10","5","false","Oyster-Closed","0.6976","Oyster-Closed","1.0000","2","181.2","434.5","253.1","531.9"
"blob:http://localhost:8080/a18014e0-4ac2-464a-ab9e-5792c730f667","2","0.286","10","3","false","Oyster-Closed","0.6542","Oyster-Closed","1.0000","2","261.0","575.3","295.1","626.5"
