clip,frame,timestamp,count,trackedId,confirmed,rawLabel,rawConfidence,smoothedLabel,smoothedSupport,stateHistoryLength,y1,x1,y2,x2
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","1","0.174","2","1","false","Oyster-Closed","0.7101","Oyster-Closed","1.0000","1","237.8","414.2","328.9","510.5"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","1","0.174","2","2","false","Oyster-Closed","0.5366","Oyster-Closed","1.0000","1","370.9","162.2","428.0","214.3"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","2","0.319","4","3","false","Oyster-Closed","0.6416","Oyster-Closed","1.0000","1","288.0","358.8","352.0","426.3"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","2","0.319","4","2","false","Oyster-Closed","0.4824","Oyster-Closed","1.0000","2","357.9","192.2","428.3","266.0"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","2","0.319","4","4","false","Oyster-Closed","0.4683","Oyster-Closed","1.0000","1","304.4","232.4","367.7","278.7"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","2","0.319","4","5","false","Oyster-Closed","0.4317","Oyster-Closed","1.0000","1","292.9","497.4","351.0","575.8"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","3","0.454","2","4","false","Oyster-Closed","0.5410","Oyster-Closed","1.0000","2","270.6","154.4","354.0","231.7"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","3","0.454","2","2","false","Oyster-Closed","0.5289","Oyster-Closed","1.0000","3","360.9","189.1","412.2","240.1"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","4","0.587","2","6","false","Oyster-Closed","0.6623","Oyster-Closed","1.0000","1","363.3","483.4","401.8","527.0"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","4","0.587","2","2","false","Oyster-Open","0.5716","Oyster-Closed","0.7303","4","397.7","128.8","428.9","175.8"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","5","0.730","1","2","true","Oyster-Closed","0.4537","Oyster-Closed","0.7779","5","377.6","111.2","428.2","167.3"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","6","0.862","1","2","true","Oyster-Open","0.6677","Oyster-Closed","0.6176","6","366.4","105.3","428.0","161.0"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","7","1.012","8","2","true","Oyster-Open","0.7641","Oyster-Closed","0.4998","7","349.7","101.0","414.9","156.5"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","7","1.012","8","6","false","Oyster-Closed","0.7406","Oyster-Closed","1.0000","2","344.7","435.5","396.3","506.0"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","7","1.012","8","5","false","Oyster-Closed","0.7093","Oyster-Closed","1.0000","2","319.3","448.1","352.9","495.0"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","7","1.012","8","7","false","Oyster-Closed","0.6955","Oyster-Closed","1.0000","1","393.4","46.7","428.1","104.1"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","7","1.012","8","8","false","Oyster-Closed","0.6283","Oyster-Closed","1.0000","1","370.8","289.9","427.9","336.5"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","7","1.012","8","9","false","Oyster-Closed","0.4454","Oyster-Closed","1.0000","1","372.6","243.3","416.7","303.9"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","7","1.012","8","10","false","Oyster-Closed","0.4196","Oyster-Closed","1.0000","1","336.0","208.9","387.0","258.1"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","7","1.012","8","1","false","Oyster-Closed","0.4074","Oyster-Closed","1.0000","2","220.2","367.8","280.5","457.0"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","8","1.146","8","2","true","Oyster-Open","0.7534","Oyster-Open","0.6530","7","344.3","94.1","408.5","144.0"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","8","1.146","8","7","false","Oyster-Closed","0.7361","Oyster-Closed","1.0000","2","387.4","39.9","428.5","94.8"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","8","1.146","8","8","false","Oyster-Closed","0.6237","Oyster-Closed","1.0000","2","369.4","276.0","428.5","321.6"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","8","1.146","8","10","false","Oyster-Closed","0.5987","Oyster-Closed","1.0000","2","331.4","197.9","382.3","248.0"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","8","1.146","8","9","false","Oyster-Closed","0.4507","Oyster-Closed","1.0000","2","397.4","161.6","429.0","278.2"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","8","1.146","8","11","false","Oyster-Closed","0.4396","Oyster-Closed","1.0000","1","367.4","234.0","405.7","288.0"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","8","1.146","8","5","false","Oyster-Closed","0.4309","Oyster-Closed","1.0000","3","313.9","437.9","348.3","483.6"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","8","1.146","8","12","false","Oyster-Closed","0.4103","Oyster-Closed","1.0000","1","184.0","343.9","222.0","389.5"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","9","1.279","1","2","true","Oyster-Open","0.5667","Oyster-Open","0.7718","7","366.8","96.2","426.9","145.3"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","10","1.412","2","2","true","Oyster-Open","0.6565","Oyster-Open","0.8977","7","364.3","97.2","428.2","151.2"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","10","1.412","2","7","false","Oyster-Closed","0.4336","Oyster-Closed","1.0000","3","408.5","46.6","428.4","100.5"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","11","1.555","3","2","true","Oyster-Open","0.7215","Oyster-Open","0.9010","7","361.0","103.5","428.1","159.7"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","11","1.555","3","12","false","Oyster-Closed","0.5062","Oyster-Closed","1.0000","2","194.1","365.0","233.2","406.2"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","11","1.555","3","7","false","Oyster-Closed","0.4084","Oyster-Closed","1.0000","4","404.4","52.2","428.2","110.9"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","12","1.699","3","2","true","Oyster-Open","0.7440","Oyster-Open","1.0000","7","350.4","116.9","423.4","171.5"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","12","1.699","3","7","true","Oyster-Closed","0.7056","Oyster-Closed","1.0000","5","394.0","65.7","427.9","116.9"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","12","1.699","3","6","false","Oyster-Open","0.4090","Oyster-Closed","0.7743","3","339.6","434.4","405.1","516.4"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","13","1.836","4","2","true","Oyster-Open","0.7656","Oyster-Open","1.0000","7","335.1","123.3","404.6","177.6"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","13","1.836","4","6","false","Oyster-Open","0.5962","Oyster-Closed","0.5826","4","331.6","431.8","385.9","505.4"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","13","1.836","4","8","false","Oyster-Closed","0.5287","Oyster-Closed","1.0000","3","356.6","296.9","428.2","343.4"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","13","1.836","4","11","false","Oyster-Closed","0.4588","Oyster-Closed","1.0000","2","384.4","201.7","428.7","309.2"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","14","1.983","6","11","false","Oyster-Closed","0.7927","Oyster-Closed","1.0000","3","366.0","211.5","428.2","324.9"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","14","1.983","6","2","true","Oyster-Open","0.7705","Oyster-Open","1.0000","7","321.1","133.5","387.3","186.3"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","14","1.983","6","7","true","Oyster-Closed","0.6111","Oyster-Closed","1.0000","6","361.8","90.2","411.0","140.7"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","14","1.983","6","13","false","Oyster-Closed","0.5612","Oyster-Closed","1.0000","1","389.7","533.1","428.4","598.6"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","14","1.983","6","8","false","Oyster-Closed","0.5005","Oyster-Closed","1.0000","4","402.9","348.7","428.4","434.1"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","14","1.983","6","14","false","Oyster-Closed","0.4101","Oyster-Closed","1.0000","1","340.3","308.3","401.2","348.3"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","15","2.120","6","8","true","Oyster-Closed","0.7206","Oyster-Closed","1.0000","5","368.4","357.3","428.6","453.2"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","15","2.120","6","4","false","Oyster-Open","0.7139","Oyster-Closed","0.5857","3","301.4","152.8","366.2","204.6"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","15","2.120","6","7","true","Oyster-Closed","0.6607","Oyster-Closed","1.0000","7","385.5","55.0","428.3","135.3"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","15","2.120","6","13","false","Oyster-Closed","0.6387","Oyster-Closed","1.0000","2","351.4","543.2","418.4","606.3"
"blob:http://localhost:8080/705fc3b9-035c-441f-9cd4-e8c42cd70bee","15","2.120","6","2","true","Oyster-Closed","0.5806","Oyster-Open","0.8792","7","341.9","110.4","394.7","159.7"
