clip,frame,timestamp,count,trackedId,confirmed,rawLabel,rawConfidence,smoothedLabel,smoothedSupport,stateHistoryLength,y1,x1,y2,x2
"blob:http://localhost:8080/49552a7c-9b3b-4b03-982b-d0b580e90cab","1","0.147","8","1","false","Oyster-Closed","0.9171","Oyster-Closed","1.0000","1","191.0","120.9","371.0","342.5"
"blob:http://localhost:8080/49552a7c-9b3b-4b03-982b-d0b580e90cab","1","0.147","8","2","false","Oyster-Closed","0.8744","Oyster-Closed","1.0000","1","54.9","244.6","263.8","382.5"
"blob:http://localhost:8080/49552a7c-9b3b-4b03-982b-d0b580e90cab","1","0.147","8","3","false","Oyster-Closed","0.8128","Oyster-Closed","1.0000","1","148.7","52.4","276.3","190.3"
"blob:http://localhost:8080/49552a7c-9b3b-4b03-982b-d0b580e90cab","1","0.147","8","4","false","Oyster-Closed","0.8113","Oyster-Closed","1.0000","1","0.2","84.1","156.5","212.8"
"blob:http://localhost:8080/49552a7c-9b3b-4b03-982b-d0b580e90cab","1","0.147","8","5","false","Oyster-Closed","0.6674","Oyster-Closed","1.0000","1","110.0","179.9","203.3","267.0"
"blob:http://localhost:8080/49552a7c-9b3b-4b03-982b-d0b580e90cab","1","0.147","8","6","false","Oyster-Closed","0.6566","Oyster-Closed","1.0000","1","89.0","430.0","191.3","588.5"
"blob:http://localhost:8080/49552a7c-9b3b-4b03-982b-d0b580e90cab","1","0.147","8","7","false","Oyster-Closed","0.6521","Oyster-Closed","1.0000","1","329.4","395.4","428.4","535.8"
"blob:http://localhost:8080/49552a7c-9b3b-4b03-982b-d0b580e90cab","1","0.147","8","8","false","Oyster-Open","0.6141","Oyster-Open","1.0000","1","232.6","418.6","352.3","640.8"
"blob:http://localhost:8080/49552a7c-9b3b-4b03-982b-d0b580e90cab","2","0.289","13","1","false","Oyster-Closed","0.9193","Oyster-Closed","1.0000","2","191.7","121.6","371.3","345.6"
"blob:http://localhost:8080/49552a7c-9b3b-4b03-982b-d0b580e90cab","2","0.289","13","2","false","Oyster-Closed","0.8776","Oyster-Closed","1.0000","2","55.9","247.4","263.7","382.8"
"blob:http://localhost:8080/49552a7c-9b3b-4b03-982b-d0b580e90cab","2","0.289","13","3","false","Oyster-Closed","0.8605","Oyster-Closed","1.0000","2","150.7","50.9","274.1","190.6"
"blob:http://localhost:8080/49552a7c-9b3b-4b03-982b-d0b580e90cab","2","0.289","13","8","false","Oyster-Closed","0.8385","Oyster-Open","0.4228","2","234.5","420.0","350.2","639.8"
"blob:http://localhost:8080/49552a7c-9b3b-4b03-982b-d0b580e90cab","2","0.289","13","7","false","Oyster-Closed","0.7766","Oyster-Closed","1.0000","2","328.2","398.0","428.4","538.1"
"blob:http://localhost:8080/49552a7c-9b3b-4b03-982b-d0b580e90cab","2","0.289","13","6","false","Oyster-Closed","0.7744","Oyster-Closed","1.0000","2","85.8","431.1","188.0","590.1"
"blob:http://localhost:8080/49552a7c-9b3b-4b03-982b-d0b580e90cab","2","0.289","13","4","false","Oyster-Closed","0.7141","Oyster-Closed","1.0000","2","-0.0","83.1","159.1","212.3"
"blob:http://localhost:8080/49552a7c-9b3b-4b03-982b-d0b580e90cab","2","0.289","13","5","false","Oyster-Closed","0.6907","Oyster-Closed","1.0000","2","110.4","184.2","204.5","267.2"
"blob:http://localhost:8080/49552a7c-9b3b-4b03-982b-d0b580e90cab","2","0.289","13","9","false","Oyster-Closed","0.6721","Oyster-Closed","1.0000","1","2.5","560.7","76.4","640.0"
"blob:http://localhost:8080/49552a7c-9b3b-4b03-982b-d0b580e90cab","2","0.289","13","10","false","Oyster-Closed","0.5406","Oyster-Closed","1.0000","1","32.3","370.7","114.0","502.6"
"blob:http://localhost:8080/49552a7c-9b3b-4b03-982b-d0b580e90cab","2","0.289","13","11","false","Oyster-Closed","0.5110","Oyster-Closed","1.0000","1","0.0","300.4","58.5","444.2"
"blob:http://localhost:8080/49552a7c-9b3b-4b03-982b-d0b580e90cab","2","0.289","13","12","false","Oyster-Closed","0.5020","Oyster-Closed","1.0000","1","169.0","484.6","249.2","557.5"
"blob:http://localhost:8080/49552a7c-9b3b-4b03-982b-d0b580e90cab","2","0.289","13","13","false","Oyster-Closed","0.4694","Oyster-Closed","1.0000","1","89.0","363.2","214.7","552.0"
"blob:http://localhost:8080/49552a7c-9b3b-4b03-982b-d0b580e90cab","3","0.426","12","1","false","Oyster-Closed","0.9168","Oyster-Closed","1.0000","3","191.8","124.0","371.2","344.7"
"blob:http://localhost:8080/49552a7c-9b3b-4b03-982b-d0b580e90cab","3","0.426","12","2","false","Oyster-Closed","0.8745","Oyster-Closed","1.0000","3","57.7","247.2","263.6","382.7"
